manipulation	n	mə,nipju'leiʃn	sự vận dụng bằng tay, sự thao tác
manipulative	a	mə'nipjuleitiv	sự vận dụng bằng tay, sự thao tác
manipulator	n	mə'nipjuleitə	người vận dụng bằng tay, người thao tác
mankind	n	mæn'kaind	loài người, nhân loại
manliness	n	'mænlinis	tính chất đàn ông, đức tính đàn ông
manly	a	'mænli	có tính chất đàn ông, có đức tính đàn ôn
manna	n	'mænə	lương thực trời cho
mannequin	n	'mænikin	cô gái mặc áo mẫu chiêu hàng
manner	n	'mænə	cách, lối
mannered	a	'mænəd	kiểu cách, cầu kỳ
manoeuvre	n	mə'nu:və	; sự vận động
manor	n	'mænə	trang viên, thái ấp
manpower	n	'mæn,pauə	nhân lực, sức người
manservant	n	'mæn,sə:vənt	đầy tớ trai
mansion	n	'mænʃn	lâu đài
manslaughter	n	'mæn,slɔ:tə	tội giết người
manta	n		cá đuối
mantel	n	'mæntl/ (mantelpiece) /'mæntlpis	mặt lò sưởi
mantelpiece	n	'mæntl/ (mantelpiece) /'mæntlpis	mặt lò sưởi
mantis	n	'mænti:z	con bọ ngựa
mantle	n	'mæntl	áo khoác, áo choàng không tay
mantra	n		câu thần chú cầu thần
mantua	n		áo ngoài rộng của nữ 17, 18
manual	a	'mænjuəl	tay, làm bằng tay
manually	d		được điều khiển bằng tay
manufacture	n	,mænju'fæktʃə	sự chế tạo, sự sản xuất
manufacturer	n	,mænju'fæktʃərə	người chế tạo, người sản xuất
manufactures	n		sự sản xuất, sự gia công
manufacturing	n		sự sản xuất, sự chế tạo
manure	n	mə'njuə	phân bón
manuscript	n	'mænjuskript	bản viết tay, bản thảo
many	a	'meni	nhiều, lắm
maori	n		tiếng Maori
map	n	mæp	bản đồ
maple	n	'meipl	cây thích
mapped	n		được ánh xạ
mapping	n	'mæpiɳ	bản vẽ, bản đồ
maquis	n		đội viên du kích
mar	v	mɑ:	làm hư, làm hỏng
marathon	n	'mærəθən	cuộc chạy đua maratông marathon race)
marauder	n	mə'rɔ:də	kẻ cướp
marauding	a	mə'rɔ:diɳ	cướp bóc
marble	n	'mɑ:bl	đá hoa, cẩm thạch
marc	n	mɑ:k	bã nho
marcel	n	mɑ:'sel	làn sóng tóc
march	n	mɑ:tʃ	March tháng ba
marches	n		biên giới lịch sử giữa Anh và Xcốtlen
marchese	n		số nhiều của marchesa
marchioness	n	'mɑ:ʃənis	bà hầu tước
marconi	v	mɑ:'kouni/ (marconigram) /mɑ:'kounigræm	đánh một bức điện bằng raddiô
mare	n	'meə	ngựa cái
margarine	n	,mɑ:dʤə'ri:n	macgarin marge)
marge	n	mɑ:dʤ	mép, bờ
margin	n	'mɑ:dʤin	mép, bờ
marginal	a	'mɑ:dʤinl	mép, ở mép
marguerite	n	,mɑ:gə'ri:t	cúc mắt bò
marian	a		nữ hoàng Anh Mari Tiudo
marigold	n	'mærigould	cúc vạn thọ
marijuana	n		Cách viết khác : marihuana
marina	n	mə'ri:nə	bến
marinade	n	,mæri'neid	nước xốt marinat
marinate	v		ướp thịt bằng nước ướp
marine	a	mə'ri:n	biển
mariner	n	'mærinə	thuỷ thủ
marionette	n	,mæriə'net	con rối
marital	a	mə'raitl	chồng
maritime	a	'mæritaim	biển, ngành hàng hải
mark	n	mɑ:k	đồng Mác
marked	a	mɑ:kt	rõ ràng, rõ rệt
marker	n	'mɑ:kə	người ghi
market	n	'mɑ:kit	chợ
Marketing	n		Marketing
marking	n		sự ghi nhãn
marksman	n	'mɑ:ksmən	người bắn súng giỏi, nhà thiện xạ
marksmanship	n		thuật xạ kích
marlin	n		cá maclin
marmalade	n	'mɑ:məleid	mứt cam
maroon	a	mə'ru:n	nâu sẫm, màu hạt dẻ
marquee	n	mɑ:'ki:	lều to, rạp bằng vải
marquess	n	mɑ:'kwis/ (marquess) /'mɑ:kwis	hầu tước
marquis	n	mɑ:'kwis/ (marquess) /'mɑ:kwis	hầu tước
marquise	n	mɑ:'ki:z	bà hầu tước
marriage	n	'mæridʤ	sự cưới xin, sự kết hôn
married	a	'mærid	cưới, kết hôn
marrow	n	'mærou	bạn nối khố
marry	v	'mæri	cưới, lấy
mars	n	mɑ:z	thần chiến tranh, chiến tranh
marsala	n		rượu Macxala
marseillaise	n		bài quốc ca của Pháp
marsh	n	mɑ:ʃ	đầm lầy
marshal	n	'mɑ:ʃəl	nguyên soái, thống chế
marshmallow	n		kẹo dẻo
mart	n	mɑ:t	chợ
marten	n	'mɑ:tin	chồn mactet
martial	a	'mɑ:ʃəl	quân sự, chiến tranh
martian	n	'mɑ:ʃjən	người sao Hoả
martin	n	'mɑ:tin	chim nhạn
martini	n		rượu mác-tin
martyr	n	'mɑ:tə	kẻ chết vì nghĩa, kẻ chết vì đạo
martyrdom	n	'mɑ:tədəm	sự chết vì nghĩa, sự chết vì đạo
marvel	n	'mɑ:vəl	vật kỳ diệu, vật tuyệt diệu
marvellous	a	'mɑ:viləs	kỳ lạ, kỳ diệu
marvelous	n		như marvellous
marvelously	n		như marvellously
marxism	n	'mɑ:ksizm	chủ nghĩa Mác
marxist	n	'mɑ:ksist/ (Marxian) /'mɑ:ksjən	người theo chủ nghĩa Mác
marzipan	n	'mɑ:tʃpein/ (marzipan) /,mɑ:zi'pæn	bột bánh hạnh nhân
mascara	n	mæs'kɑ:rə	thuốc bôi mi mắt
mascot	n	'mæskət	vật lấy khước
masculine	a	'mɑ:skjulin	giống đực, đàn ông
masculinity	n	,mæskju'liniti	tính chất đực, tính chất đàn ông
mash	n	mæʃ	hạt ngâm nước nóng, thóc cám nấu trộn
mask	n	mɑ:sk	mạng che mặt của phụ nữ ngày xưa, mặt nạ
masked	a	mɑ:skt	mang mặt nạ, che mặt
masking	n		tấm chắn, tấm che
masochist	n	'mæzəkist	người thông dâm
mason	n	'meisn	thợ nề
masonic	a	mə'sɔnik	hội Tam điểm
masonry	n	'meisnri	nghề thợ nề
masquerade	n	,mæskə'reid	buổi khiêu vũ đeo mặt nạ, dạ hội giả tra
mass	n	mæs	lễ mét
massacre	n	'mæsəkə	sự giết chóc, sự tàn sát
massage	n	'mæsɑ:ʤ	sự xoa bóp
massager	n		người xoa bóp
masseur	n	'mæsə:	người đàn ông làm nghề xoa bóp
masseuse	n	mæ'sə:z	người đàn bà làm nghề xoa bóp
massive	a	'mæsiv	to lớn, đồ sộ
massively	d		đồ sộ
mast	n	mɑ:st	cột buồm
mastectomy	n		thuật mổ vú
master	n	'mɑ:stə	chủ, chủ nhân
masterful	a	'mɑ:stəful	hách, oai
mastermind	n	'mɑ:stəmaind	người có trí tuệ bậc thầy, người làm quâ
masterpiece	n	'mɑ:stəpi:s	kiệt tác, tác phẩm lớn
mastery	n	'mɑ:stəri	quyền lực, quyền làm chủ
mastodon	n	'mæstədɔn	voi răng mấu
masturbate	v	'mæstə:beit	sự thủ dâm
masturbation	n		sự thủ dâm
mat	n	mæt	chiếu
matador	n	'mætədɔ:	người đấu bò
match	n	mætʃ	diêm
matched	n		ngang nhau, tương ứng
matchmaker	n	'mætʃ,meikə	người làm mối, bà mối
matchmaking	n	'mætʃ,meikiɳ	sự làm mối
matchstick	n		que diêm
mate	n	meit	nước chiếu tướng
mater	n	'meitə	, mẹ, bà bô, bà via
material	a	mə'tiəriəl	vật chất
materialism	n	mə'tiəriəlizm	chủ nghĩa duy vật
materialistic	a	mə,tiəriə'listik	duy vật
materialize	v	mə'tiəriəlaiz/ (materialise) /mə'tiəriəlaiz	vật chất hoá
maternal	a	mə'tə:nl	mẹ; của người mẹ; về phía mẹ ) của mẹ mì
maternity	n	mə'tə:niti	tính chất người mẹ, nhiệm vụ người mẹ
matey	a	'meiti/ (maty) /'meiti	thân mật, thân thiết
math	n		toán
mathematical	a	,mæθi'mætikəl	toán, toán học
mathematician	n	,mæθimə'tiʃn	nhà toán học
mathematics	n	,mæθi'mætiks/ (maths) /mæθs	môn toán, toán học
maths	n	,mæθi'mætiks/ (maths) /mæθs	môn toán, toán học
matinee	n		như matinée
matriarch	n	'meitriɑ:k	, bà chúa gia đình
matrices	n	'meitriks	tử cung, dạ con
matrimonial	a	,mætri'mounjəl	hôn nhân
matrimony	n	'mætriməni	hôn nhân, đời sống vợ chồng
matrix	n	'meitriks	tử cung, dạ con
matron	n	'meitrən	đàn bà có chồng
matte	a		mờ; xỉn
matter	n	'mætə	chất, vật chất
mattress	n	'mætris	nệm, đệm
mature	a	mə'tjuə	chín, thành thực
maturity	n	mə'tjuəriti	tính chín, tính thành thực
maudlin	a	'mɔ:dlin	uỷ mị, hay khóc lóc
maul	n	mɔ:l	cái vồ lớn
mauser	n	'mauzə	súng môze
mausoleum	n	,mɔ:sə'liəm	lăng, lăng tẩm
mauve	n	mouv	màu hoa cà
maverick	n	'mævərik	con bê chưa đánh dấu
mavis	n	'meivis	song-thrush
maw	n	mɔ:	dạ dày, dạ múi khế
max	n		tối đa
maxi	n		số nhiều là maxis
maxim	n	'mæksim	cách ngôn, châm ngôn
maximize	v	'mæksimaiz/ (maximise) /'mæksimaiz	làm tăng lên đến tột độ
maximum	n	'mæksiməm/ (maxima) /'mæksimə	điểm cao nhất, cực điểm
maximus	a	'mæksiməs	lớn nhất
maxwell	n		Macxoen
may	v	mei	có thể, có lẽ
maya	n		thế giới vật chất tri giác được
mayan	a		ngôn ngữ Maya, người Maya
maybe	d	'meibi:	có thể, có lẽ
mayday	n		tín hiệu báo nguy của tàu biển hoặc máy
mayflower	n		hoa tháng 5
mayhem	n	'meihem	sự cố ý làm cho tàn tật
mayonnaise	n	,meiə'neiz	nước xốt mayonne
mayor	n	meə	thị trưởng
mayoral	a	'meərəl	thị trưởng
maze	n	meiz	cung mê, đường rồi
mba	n		cử nhân quản trị kinh doanh
mc	n		nghị sĩ của Hoa Kỳ
md	n		bác sĩ y khoa
me	n	mi:	tôi, tao
mead	n	mi:d	rượu mật ong
meadow	n	'medou	đồng cỏ, bãi cỏ
meager	a	'mi:gə/ (meagre) /'mi:gə	gầy còm, gầy gò
meagre	a	'mi:gə/ (meagre) /'mi:gə	gầy còm, gầy gò
meal	n	'mi:l	bột xay chưa mịn)
mealtime	n	'mi:ltaim	giờ ăn
mean	n	mi:n	khoảng giữa, trung độ
meanie	n		anh chàng keo kiệt
meaning	n	'mi:niɳ	nghĩa, ý nghĩa
meaningful	a	'mi:niɳful	đầy ý nghĩa, có ý nghĩa
meaningless	a	'mi:niɳfulnis	vô nghĩa
meanness	n	'mi:nnis	tính hèn hạ, tính bần tiện
means	n		tiền bạc, của cải
meant	n	mi:n	khoảng giữa, trung độ
meantime	n	'mi:n'taim/ (meanwhite) /'mi:n'wail	in the meantime trong lúc ấy, trong khi
meanwhile	n		in the meantime trong lúc ấy, trong khi
measles	n	'mi:zlz	bệnh sởi
measly	a	'mi:zli	lên sởi
measurable	a	'meʤərəbl	đo được, lường được
measure	n	'meʤə	sự đo, sự đo lường
measured	a	'meʤəd	đều đặn, nhịp nhàng
measurement	n	'məʤəmənt	sự đo lường, phép đo
meat	n	mi:t	thịt
meatball	n		thịt viên
meaty	a	'mi:ti	có thịt, nhiều thịt
mecca	n		thánh địa Mecca của hồi giáo
mechanic	n	mi'kænik	thợ máy, công nhân cơ khí
mechanical	a	mi'kænikəl	máy móc, cơ khí
mechanically	d		một cách máy móc
mechanics	n	mi'kæniks	cơ học
mechanism	n	'mekənizm	máy móc, cơ cấu
med	n		thạc sĩ sư phạm
medal	n	'medl	huy chương, mề đay
medalist	n		như medallist
medallion	n	mi'dæljən	huy chương lớn
meddle	v	'medl	xen vào, dính vào
meddlesome	a		hay xen vào việc của người khác, thích x
meddling	n	'medliɳ	sự xen vào việc người khác, sự can thiệp
media	n	'mi:djəm	người trung gian, vật môi giới
medial	a	'mi:djəl	ở giữa
median	a	'mi:djən	ở giữa, qua điểm giữa
mediate	a	'mi:diit	gián tiếp
mediation	n	,mi:di'eiʃn	sự điều đình, sự hoà giải
mediator	n	'mi:dieitə	người điều đình, người dàn xếp
medic	n	'medik	bác sĩ, học sinh trường y
medical	a	'medikəl	y, y học
medicare	n		chương trình của chính phủ Mỹ về việc ch
medicate	v	'medikeit	bốc thuốc, cho thuốc
medication	n	,medi'keiʃn	sự bốc thuốc, sự cho thuốc
medicinal	a	me'disinl	thuốc, dùng làm thuốc
medicine	n	'medsin	y học, y khoa
medieval	a	,medi'i:vəl/ (medieval) /,medi'i:vəl	thời Trung cổ, kiểu trung cổ
mediocre	a	'mi:dioukə	xoàng, thường
mediocrity	n	,mi:di'ɔkriti	tính chất xoàng, tính chất thường
meditate	v	'mediteit	ngẫm nghĩ, trầm ngâm
meditation	n	,medi'teiʃn	sự ngẫm nghĩ, sự trầm ngâm
meditative	a	'meditətiv	hay ngẫm nghĩ, trầm tư
mediterranean	a	,meditə'reinjən	ở giữa lục địa, cách xa biển
medium	n	'mi:djəm	người trung gian, vật môi giới
mediums	n		số nhiều của medium
medley	n	'medli	sự pha trộn, sự hỗn hợp
medusa	n	mi'dju:zə	con sứa
meek	a	mi:k	hiền lành, nhu mì
meet	n	mi:t	cuộc gặp gỡ
meeting	n	'mi:tiɳ	cuộc mít tinh, cuộc biểu tình
meg	n		Chữ viết tắt phổ biến của megabyte
mega	n		Tiền tố để chỉ 1 triệu
megalomaniac	a	'megəlou'meiniæk	thích làm lớn, mắc chứng hoang tưởng tự
megaphone	n	'megəfoun	loa
megatron	n		Megatron
melancholic	a	,melən'	u sầu, sầu muộn
melancholy	n	,melənkəli	sự u sầu, sự sầu muộn
melanoma	n		khối u độc, khối u ác tính
melissa	n		cây xả
mellow	a	'melou	chín, ngọt dịu
melodic	a	mi'lɔdik	giai điệu
melodious	a	mi'loudjəs	du dương, êm tai
melodrama	n	'melə,drɑ:mə	kịch mêlô
melodramatic	a	,meloudrə'mætik	kịch mêlô, như kịch mêlô
melody	n	'melədi	giai điệu
melon	n	'melən	dưa tây
melt	n	melt	sự nấu chảy, sự tan
meltdown	n		hiện tượng lõi lò phản ứng hạt nhân chảy
melting	n	'meltiɳ	sự nấu chảy, sự tan
member	n	'membə	chân, tay
membership	n	'membəʃip	tư cách hội viên, địa vị hội viên
membrane	n	'membrein	màng
memento	n	mi'mentou	dấu, vật để nhớ
memo	n	,memə'rændə	sự ghi để nhớ
memoir	n	'memwɑ:	luận văn
memorabilia	n	,memərə'biliə	những sự việc đáng ghi nhớ
memorable	a	'memərəbl	đáng ghi nhớ, không quên được
memorandum	n	,memə'rændə	sự ghi để nhớ
memorial	a	mi'nɔ:riəl	kỷ niệm, để ghi nhớ
memorise	v	'meməraiz	ghi nhớ, ghi chép
memorize	n		Cách viết khác : memorise
memory	n	'meməri	sự nhớ, trí nhớ
memsahib	n		thưa bà
men	n	mæn	người, con người
menace	n	menəs	mối đe doạ
menacing	a		hăm doạ, đe doạ
menagerie	n	mi'nædʤəri	bầy thú
mend	n	mend	chỗ vá, chỗ mạng
mending	n		vật được vá/tu sữa/sửa chữa
menial	a	'mi:njəl	người ở, đầy tớ
meningitis	n	,menin'dʤaitis	viêm màng não
menopause	n	'menoupɔ:z	sự mãn kinh, sự tuyệt kinh
menorah	n		cây đàn có nhiều nhánh
menstrual	a	'menstruəl	kinh nguyệt
menstruation	n	,menstru'eiʃn	sự thấy kinh
menswear	n		y phục nam giới
mental	a	'mentl	cằm
mentality	n	men'tæliti	tác dụng tinh thần, tính tinh thần
mentally	d	'mentəli	thầm, nhẩm
menthol	n	'menθɔl	Mentola
mention	n	'menʃn	sự kể ra, sự nói đến
mentor	n	'mentɔ:	người thầy thông thái, người cố vấn dày
menu	n	'menju:	thực đơn
meow	v		kêu meo meo
mercantile	a	'mə:kəntail	buôn, buôn bán
mercenary	a	'mə:sinəri	làm thuê, làm công
mercer	n	'mə:sə	người buôn bán tơ lụa vải vóc
merchandise	n	'mə:tʃəndaiz	hàng hoá
merchandising	n		nghề buôn, sự buôn bán
merchant	n	'mə:tʃənt	nhà buôn, lái buôn
merciful	a	'mə:siful	hay thương xót, nhân từ
mercifully	d		nhân từ, khoan dung
merciless	a	'mə:silis	nhẫn tâm, tàn nhẫn
mercilessly	d		nhẫn tâm, tàn nhẫn
mercury	n	'mə:kjuri	thuỷ ngân
mercy	n	'mə:si	lòng thương, lòng nhân từ
mere	n	miə	ao; hồ
merely	d	'miəli	chỉ, đơn thuần
merge	v	mə:dʤ	hoà vào, hoà hợp
merger	n	'mə:dʤə	sự hợp, sự hợp nhất
meridian	a	mə'ridiən	buổi trưa
meringue	n	mə'ræɳ	bánh trứng đường
merit	n	'merit	giá trị
merle	n	mə:l	chim hét
merlin	n	'mə:lin	chim cắt êxalon
mermaid	n	'mə:meid	cô gái mình người đuôi cá
merman	n	'mə:mæn	người cá
merrily	d	'merili	vui, vui vẻ
merriment	n	'merimənt	sự vui vẻ, sự hớn hở
merry	a	'meri	vui, vui vẻ
mes	n		tiền tố
mesa	n	'meisə	núi mặt bàn
mescaline	n		như mescalin
mesdames	n		số nhiều của Madame
mesh	n	meʃ	mắc lưới
mess	n	mes	tình trạng hỗn độn, tình trạng lộn xộn
message	n	'mesidʤ	thư tín, điện
messenger	n	'mesindʤə	người đưa tin, sứ giả
messiah	n	mi'saiə	Chúa cứu thế
messy	a	'mesi	hỗn độn, lộn xộn
met	n	mi:t	cuộc gặp gỡ
meta	n		tiền tố
metabolic	a	,metə'bɔlik	sự trao đổi vật chất
metabolism	n	me'tæbəlizm	sự trao đổi chất
metal	n	'metl	kim loại
metallic	a	mi'tælik	kim loại, như kim loại
metamorphosis	n	,metə'mɔ:fəsis	sự biến hình, sự biến hoá
metaphor	n	'metəfɔ	phép ẩn dụ
metaphorical	a	,metə'fɔrik/ (metaphorical) /,metə'fɔrikəl	ẩn dụ
metaphorically	d		bằng phép ẩn dụ
metaphysical	a	,metə'fizikəl	siêu hình
metaphysics	n	,metə'fiziks	siêu hình học
mete	n	mi:t	giới bạn, biên giới
meteor	n	'mi:tjə	sao sa, sao băng
meteoric	a	,mi:ti'ɔrik	sao băng, như sao băng
meteorite	n	'mi:tjərait	đá trời, thiên thạch
meteorological	a	,mi:tjərə'lɔdʤikəl	khí trời, thời tiết
meteorologist	n	,mi:tjə'rɔlədʤist	nhà khí tượng học
meter	n	'mi:tə	cái đo, cái đòng hồ đo
methadone	n		thuốc ngủ gây tê
methane	n	'meθein	Metan
methanol	n	'meθənɔl	Metanola
methinks	v	mi'θiɳks	đối với tôi, hình như
method	n	'meθəd	phương pháp, cách thức
methodical	a	mi'θɔdikəl	có phương pháp
methodically	d		có phương pháp
methodist	n	'meθədist	người theo hội Giám lý
methodology	n	,meθə'dɔlədʤi	phương pháp học
meticulous	a	mi'tikjuləs	tỉ mỉ, quá kỹ càng
meticulously	d		tỉ mỉ, kỹ càng
metre	n	'mi:tə	vận luật
metric	a	'metrik	mét
metro	n	'metrou	xe điện ngầm
metronome	n	'metrənoum	máy nhịp
metropolis	n	,mi'trɔpəlis	thủ đô, thủ phủ
metropolitan	a	,metrə'pɔlitən	thủ đô, có tính chất thủ đô
mettle	n	'metl	khí chất, tính khí
mew	n	mju:	mòng biển sea mew)
mews	n	mju:z	chuồng ngựa
mexican	a	'meksikən	Mê-hi-cô
mezzanine	n	'mezəni:n	gác lửng
mg	n		miligam
mi	n	mi:	Mi
mia	n		quân nhân bị mất tích trong chiến tranh
mica	n	'maikə	mi ca
mice	n	maus - mauz	mauz/
mick	n		người Ai-len
micro	n		vi, tiểu, nhỏ
microbe	n	'maikroub	vi trùng, vi khuẩn
microchip	n		mạch vi xử lý, vi mạch
microcosm	n	'maikroukɔzm	thế giới vi mô
microfilm	n	'maikroufilm	micrôfim
microphone	n	'maikrəfoun	micrô mike)
microscope	n	'maikrəskoup	kính hiển vi
microscopic	a	,maikrəs'kɔpik/ (microscopical) /,maikrəs'kɔpikəl	kính hiển vi, bằng kính hiển vi
microsoft	n		Tên hãng phần mềm máy tính lớn nhất thế
microwave	n	'maikrəweiv	sóng cực ngắn, vi ba
mid	a	mid	giữa
midday	n	'middei	trưa, buổi trưa
middle	n	'midl	giữa
middleman	n	'midlmæn	người môi giới
middleweight	n		vận động viên/võ sĩ hạng trung
midfield	n		phần giữa của sân bóng đá, khu trung tuy
midge	n	midʤ	ruồi nhuế
midget	n	'midʤit	người rất nhỏ
midland	n	'midlənd	trung du
midnight	n	'midnait	nửa đêm, mười hai giờ đêm
midshipman	n	'midʃipmən/ (middy) /'midi	chuẩn uý hải quân
midst	n	midst	giữa
midsummer	n	'mid,sʌmə	giữa mùa hè
midterm	n	'midtə:m	giữa năm học, giữa nhiệm kỳ
midway	n	'mid'wei	nửa đường, giữa đường
midwife	n	'midwaif	bà đỡ, bà mụ
might	n	mait	sức mạnh, lực
mightily	d	'maitili	mạnh mẽ, mãnh liệt
mighty	a	'maiti	mạnh, hùng cường
migraine	n	'mi:grein	chứng đau nửa đầu
migrant	a	'maigrənt	di trú
migrate	v	mai'greit	di trú, ra nước ngoài
migration	n	mai'greiʃn	sự di trú
migratory	a	mai'greitəri	di trú, nay đây mai đó
mikado	n	mi'kɑ:dou	thiên hoàng
mike	n	maik	microphone
mil	n	mil	nghìn
milady	n	mi'leidi	phu nhân
mild	a	maild	nhẹ
mildew	n	'mildju:	nấm minddiu, nấm mốc sương
mildly	d	'maildli	nhẹ, nhẹ nhàng
mile	n	mail	dặm, lý
mileage	n	'mailidʤ/ (milage) /'mailidʤ	tổng số dặm đã đi được
milestone	n	'mailstoun	cột kilômét cọc
mili	n		Tiền tố chỉ một phần ngàn
milieu	n		số nhiều là milieux
militant	a	'militənt	chiến đấu
militarily	d	'militərili	với tính chất quân sự, với tính chất quâ
military	a	'militəri	quân đội, quân sự
militia	n	mi'liʃə	dân quân
milk	n	milk	sữa
milkman	n	'milkmən	người bán sữa, người đi giao sữa
milky	a	'milki	sữa, như sữa
mill	n	mil	min
millennia	n	mi'leniəm	nghìn năm, mười thế kỷ
millennial	n	mi'lenjəl	gồm một nghìn, nghìn năm
millennium	n	mi'leniəm	nghìn năm, mười thế kỷ
miller	n	'milə	chủ cối xay
millet	n	'milit	cây kê
millimetre	n	'mili,mi:tə	Milimet
milling	n	'miliɳ	sự xay, sự nghiền
million	a	'miljən	triệu
millionaire	n	,miljə'neə	nhà triệu phú, người giàu bạc triệu
millionth	a	'miljənθ	bằng một phần triệu
millisecond	n	'mili,sekənd	một phần nghìn giây
millstone	n	'milstoun	đá cối xay
milord	n	mi'lɔ:/ (milord) /mi'lɔ:	người quý tộc Anh, người nhà giàu Anh
milt	n	milt	lá lách
mime	n	'maim	kịch điệu bộ Hy-lạp)
mimic	a	'mimik	bắt chước
mimosa	n	mi'mouzə	cây xấu hổ, cây trinh n
min	n		tối thiểu
mince	n	mins	thịt băm, thịt thái nhỏ
mincemeat	n	'minsmi:t	nhân quả băm
mind	n	maind	tâm, tâm trí
minded	a	'maindid	thích, sãn lòng
mindful	a		chú ý, lưu tâm
mindless	a		không chú ý, không lưu tâm
mine	n		đại từ sở hữu
minefield	n		bãi mìn
miner	n		công nhân mỏ
mineral	a	'minərəl	khoáng
minerva	n	mi'nə:və	nữ thần Mi-néc-vơ
ming	n		Nhà Minh
mingle	v	'miɳgl	trộn lẫn, lẫn vào
mini	n		xe mini
miniature	n	'minjətʃə	bức tiểu hoạ
minibus	n		xe búyt nhỏ chứa khoảng 12 người
minimal	a	'miniml	rất nhỏ li ti
minimalist	n	'miniməlist	người theo phe thiểu số
minimise	v	'minimaiz/ (minimize) /'minimaiz	giảm đến mức tối thiểu
minimize	v	'minimaiz/ (minimize) /'minimaiz	giảm đến mức tối thiểu
minimum	n	'miniməm	số lượng tối thiểu, mức tối thiểu
mining	n	'mainiɳ	sự khai mỏ
minion	n	'minjən	khuốm khuỹ người được ưa chuộng
miniskirt	n	'miniskə:t	váy ngắn
minister	n	'ministə	bộ trưởng
ministerial	a	,minis'tiəriəl	bộ trưởng, quốc vụ khanh
ministry	n	'ministri	Bộ
mink	n	miɳk	chồn vizon
minnie	n	'mini	nuây má
minnow	n	'minou	cá tuế
minor	a	'mainə	nhỏ, không quan trọng
minority	n		phần ít, thiểu số
minotaur	n	'mainətɔ:	quỷ đầu trâu
minster	n	minster	nhà thờ tu viện
minstrel	n	'minstrəl	người hát vè rong
mint	n	mint	cây bạc hà
minty	a	'minti	có bạc hà, có mùi bạc hà
minuet	n	,minju'et	điệu nhảy mơnuet
minus	n	'mainəs	trừ
minuscule	a	mi'nʌskju:l	nhỏ xíu, rất nhỏ
minute	n	'minit	phút
minx	n	miɳks	người đàn bà lăng loàn, người đàn bà chu
miracle	n	'mirəkl	phép mầu, phép thần diệu
miraculous	a	mi'rækjuləs	thần diệu, huyền diệu
miraculously	d		kỳ diệu, phi thường
mirage	n	'mirɑ:ʤ	ảo tượng
mire	n	'maiə	bùn, vũng bùn
mirror	n	'mirə	gương
mirth	n	mə:θ	sự vui vẻ, sự vui đùa
mis	n		hệ thông tin quản lý, hệ quản lý nhân sự
misadventure	n	'misəd'ventʃə	sự rủi ro, sự bất hạnh
misbehave	v	'misbi'heiv	cư xử không đứng đắn, ăn ở bậy bạ
miscalculation	n	'mis,kælkju'leiʃn	sự tính sai, sự tính nhầm
miscarriage	n	mis'kæridʤ	sự sai, sự sai lầm
miscellaneous	a	,misi'leinjəs	tạp, pha tạp
mischief	n	'mistʃif	điều ác, việc ác
mischievous	a	'mistʃivəs	hay làm hại
misconception	n	'miskən'sepʃn	sự quan niệm sai, sự nhận thức sai
misconduct	n	mis'kɔndəkt	đạo đức xấu, hạnh kiểm xấu
miscreant	a	'miskriənt	vô lại, ti tiện
misdemeanor	n		như misdemeanour
misdirection	n	'misdi'rekʃn	sự chỉ dẫn sai, sự hướng dẫn sai
miser	n	'maizə	người keo kiệt, người bủn xỉn
miserable	a	'maizərəbl	cực khổ, khốn khổ
miserably	n		trạng từ
miserly	a	'maizəli	hà tiện, keo kiệt
misery	n	'mizəri	cảnh nghèo khổ, cảnh khổ cực
misfire	n	'mis'faiə	phát súng tịt, đạn không nổ
misfit	n	'misfit	quần áo không vừa
misfortune	n	mis'fɔ:tʃn	sự rủi ro, sự bất hạnh
misguided	a		sai lầm trong ý kiến, suy nghĩ
mishap	n	'mishæp	việc rủi ro, việc không may
misheard	v	'mis'hiə	nghe lầm
misinformation	n	'mis,infə,meiʃn	sự báo tin tức sai
misinterpret	v	'misin'tə:prit	hiểu sai, giải thích sai
misjudge	v	'mis'dʤʌdʤ	xét sai, đánh giá sai
mislaid	v	mis'leid/ (mislay) /mis'lei	để thất lạc, để lẫn mất
mislead	v	mis'li:d/ (misled) /mis'led	làm cho lạc đường, làm cho lạc lối
misleading	a	mis'li:diɳ	làm cho lạc đường, làm cho lạc lối
misled	v	mis'li:d/ (misled) /mis'led	làm cho lạc đường, làm cho lạc lối
misogynist	n	mai'sɔdʤinist	người ghét kết hôn
misplace	v	'mis'pleis	để không đúng chỗ & )
misread	v	'mis'ri:d	đọc sai
miss	n	mis	cô
misshapen	a		méo mó, chẳng ra hình thù gì
missile	a	'misail	có thể phóng ra
missing	a	'misiɳ	vắng, thiếu
mission	n	'miʃn	sứ mệnh, nhiệm vụ
missionary	a	'miʃnəri/ (missioner) /'miʃnə	hội truyền giáo, có tính chất truyền giá
missis	n	'misiz/ (missus) /'misəz	Bà, thưa bà
misstep	n		lỗi sơ suất
missus	n	'misiz/ (missus) /'misəz	Bà, thưa bà
missy	n	'misi	; cô
mist	n	mist	sương mù
mistake	n	mis'teik	lỗi, sai lầm
mistaken	a	mis'teikən	sai lầm
mistakenly	n		trạng từ
mistakes	n		hiểu lầm, sai lẫm // khuyết điểm
mister	n	'mistə	Mr. ông
mistletoe	n	'misltou	cây tầm gửi
mistook	n	mis'teik	lỗi, sai lầm
mistreat	v	'mis'tri:t	ngược đãi
